,year,attendee,source,nepo
181,2021,Adrien Brody,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,['https://en.wikipedia.org/wiki/Sylvia_Plachy']
182,2021,Georgina Chapman,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
183,2021,Evan Mock,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
184,2021,Maisie Williams,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
185,2021,Ella Emhoff,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,"['https://en.wikipedia.org/wiki/Doug_Emhoff', 'https://en.wikipedia.org/wiki/Kerstin_Emhoff']"
186,2021,Julia Garner,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
187,2021,Nia Dennis,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
188,2021,JR Gucci,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
189,2021,Amanda Gorman,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
190,2021,Dan Levy,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
191,2021,Julia Carey,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
192,2021,James Corden,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
193,2021,Brooklyn Beckham,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,"['https://en.wikipedia.org/wiki/David_Beckham', 'https://en.wikipedia.org/wiki/Victoria_Beckham']"
194,2021,Nicola Peltz,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,['https://en.wikipedia.org/wiki/Nelson_Peltz']
195,2021,Leon Bridges,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
196,2021,Timothée Chalamet,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,"['https://en.wikipedia.org/wiki/Pauline_Chalamet', 'https://en.wikipedia.org/wiki/Rodman_Flender', 'https://en.wikipedia.org/wiki/Amy_Lippman']"
197,2021,Eva Chen,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
198,2021,Tom Ford,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
199,2021,Carolyn B. Maloney,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
200,2021,Heron Preston,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
201,2021,Charlie Shaffer,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
202,2021,Elizabeth Shaffer,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
203,2021,Adam Mosseri,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,['https://en.wikipedia.org/wiki/Emile_Mosseri']
204,2021,Monica Mosseri,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
205,2021,Bee Carrozzini,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
206,2021,Emma Chamberlain,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
207,2021,Sophia Roe,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
208,2021,Rachel Smith,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
209,2021,Nia Dennis,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
210,2021,Keke Palmer,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
211,2021,Ilana Glazer,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
212,2021,Law Roach,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
